system:index,aspct_16,aspct_32,aspct_4,ca_10,ca_10000,ci_16,ci_32,ci_4,control_band,crosc_16,crosc_32,crosc_4,dah,devmeanelev_16,devmeanelev_32,devmeanelev_4,dfa,diffmeanelev_16,diffmeanelev_32,diffmeanelev_4,diffopen_2,diffopen_256,diffopen_32,dis,fel,gmrph_ms_30,gmrph_ms_300,gmrph_r_30,gmrph_r_300,gmrph_r_3000,hs_st,latitude,longc_16,longc_32,longc_4,longitude,maxc_16,maxc_32,maxc_4,mbi_0p001,mbi_0p01,mbi_0p1,mca_10,mca_10000,minc_16,minc_32,minc_4,minelev_16,minelev_32,minelev_4,morpfeat_16,morpfeat_32,morpfeat_4,msp,nh,no_2,no_256,no_32,perctelev_16,perctelev_32,perctelev_4,pisrdif_2023-01-22,pisrdif_2023-02-22,pisrdif_2023-03-22,pisrdif_2023-04-22,pisrdif_2023-05-22,pisrdif_2023-06-22,pisrdif_2023-12-22,pisrdir_2023-01-22,pisrdir_2023-02-22,pisrdir_2023-03-22,pisrdir_2023-04-22,pisrdir_2023-05-22,pisrdir_2023-06-22,pisrdir_2023-12-22,planc_16,planc_32,planc_4,po_2,po_256,po_32,profc_16,profc_32,profc_4,relelev_16,relelev_32,relelev_4,relmeanelev_16,relmeanelev_32,relmeanelev_4,sl_16,sl_32,sl_4,slh,spi,stddevelev_16,stddevelev_32,stddevelev_4,stdh,swi_10,swi_10000,tpi_32,tpi_4,tri_16,tri_32,tri_4,tsc_16,tsc_32,tsc_4,twi,vlyd,vrm_16,vrm_32,vrm_4,.geo
1328,312.828125,342.9324645996094,296.34747314453125,4227.26025390625,4227.26025390625,-12.230188369750977,-19.105382919311523,-3.9820499420166016,1,-8.304727962240577E-4,-3.7868431536480784E-4,-0.0011025797575712204,0.12141124904155731,-0.11918286234140396,-0.33443111181259155,-0.09169315546751022,340.6774061264987,-3.7698912620544434,-18.439010620117188,-0.7794638872146606,-0.04650843143463135,-0.07606077194213867,-0.040398240089416504,,1255.9580001224203,6,6,6,7,6,32.66171646118164,68.28506266381461,-2.76100414339453E-4,-5.981550202704966E-4,-2.0404785755090415E-4,-155.71518959565773,1.3014457067583862E-7,-3.4123979276046157E-4,-1.4968797040637583E-4,-0.9344332218170166,-0.4414549171924591,-0.07071668654680252,4227.26025390625,4227.26025390625,-0.0011067033046856523,-6.355995428748429E-4,-0.001156939659267664,1186.273681640625,1162.1031494140625,1238.9732666015625,3,3,3,0.4627687931060791,0.26861560344696045,1.5940505266189575,1.5034476518630981,1.5488977432250977,41.041015625,43.29008483886719,46.79065704345703,0.04705195128917694,0.25441333651542664,0.7151806354522705,0.8994408249855042,1.272253394126892,1.438341498374939,0.0,0.0,0.0,0.0,2.772876739501953,4.587018966674805,5.449435234069824,0.0,0.002574511803686619,0.0013780781300738454,0.0033544946927577257,1.5475420951843262,1.4273868799209595,1.5084995031356812,-2.3800836061127484E-4,-5.362784722819924E-4,-1.7496076179668307E-4,69.68433380126953,93.8548583984375,16.98468017578125,-3.769927501678467,-18.43901252746582,-0.7794177532196045,17.879167556762695,15.365370750427246,18.19582176208496,28.300092697143555,1486.619384765625,31.632444381713867,55.13533020019531,8.502119064331055,494.68975830078125,7.089776039123535,7.089776039123535,-1.426496982574463,-1.4714326858520508,31.855907440185547,58.13620376586914,8.536922454833984,47.23609924316406,50.6173095703125,44.12898635864258,9.392918586730957,77.05567169189453,0.021906785666942596,0.035518355667591095,6.474921829067171E-4,"{""type"":""Point"",""coordinates"":[-155.71518959565773,68.28506266381461]}"
1329,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,71.33967227170523,,,,-133.95218557065405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-133.95218557065405,71.33967227170523]}"
1330,314.16632080078125,306.439453125,328.634033203125,670.6060180664062,670.6060180664062,3.8076541423797607,-21.245607376098633,20.366899490356445,1,-1.9359428551979363E-4,-2.0719756139442325E-4,0.003394825616851449,-0.09399984776973724,0.0198527704924345,-0.2632093131542206,0.3084568381309509,25.826350449331436,0.5326560735702515,-12.953048706054688,2.165750503540039,0.09966170787811279,0.028959035873413086,0.11375367641448975,,1103.532500189282,7,9,6,6,9,30.257465362548828,61.934471694604795,-0.001018571318127215,-8.257110021077096E-4,-4.312519740778953E-4,-148.89826856233816,-9.78470707195811E-5,-8.454955241177231E-5,0.0035127492155879736,0.9503013491630554,0.5953481793403625,0.12550891935825348,670.6060180664062,670.6060180664062,-0.0011143186129629612,-9.483590256422758E-4,-5.491757183335721E-4,1056.6497802734375,1037.3720703125,1087.759521484375,3,3,5,0.5736368298530579,0.21318157017230988,1.5209654569625854,1.471543312072754,1.471540927886963,54.006954193115234,48.810829162597656,60.52008056640625,0.18572573363780975,0.4789254367351532,0.8107740879058838,0.9313566088676453,1.193959355354309,1.3124916553497314,0.11717833578586578,0.0,0.13570436835289001,1.0647666454315186,3.1147408485412598,4.657851696014404,5.221395969390869,0.0,7.094384636729956E-4,8.66565911564976E-4,-0.012742395512759686,1.6206271648406982,1.500502347946167,1.5852946043014526,-9.14539850782603E-4,-7.596454815939069E-4,-3.890996449626982E-4,46.882728576660156,66.16043853759766,15.773003578186035,0.5326535105705261,-12.953001022338867,2.165720224380493,15.263471603393555,13.44706916809082,14.918453216552734,28.70574378967285,176.6505889892578,26.82619285583496,49.21218490600586,7.021390914916992,235.141357421875,5.539420127868652,5.539420127868652,1.5458093881607056,1.7244290113449097,26.831323623657227,50.888267517089844,7.347662448883057,43.143035888671875,46.50237274169922,59.381595611572266,7.842713832855225,105.95022583007812,0.014533210545778275,0.03203488513827324,0.004249772522598505,"{""type"":""Point"",""coordinates"":[-148.89826856233816,61.934471694604795]}"
1331,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,70.41557612132861,,,,-144.20765974127352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-144.20765974127352,70.41557612132861]}"
1332,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,54.40516661566123,,,,-130.9607443310864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-130.9607443310864,54.40516661566123]}"
1333,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,57.15193221663402,,,,-148.691840022365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-148.691840022365,57.15193221663402]}"
1334,45.86732482910156,48.31889724731445,270.0,100.0,100.0,,-71.45747375488281,,1,-4.381355722671287E-9,-3.640025170170702E-5,0.0,0.0,-0.030299155041575432,-0.24964067339897156,3.725290298461914E-8,9.999999999999998,-2.275661245221272E-5,-2.665194034576416,3.3881317890172014E-20,0.0,-0.0012731552124023438,0.0,113.14360046386719,4.99999974737875E-5,8,8,1,1,8,45.0,55.42189650519967,-1.8546463920188216E-8,-3.175459278281778E-4,0.0,-130.97316283302334,-4.381487173077403E-9,-3.524425483192317E-5,0.0,0.0,0.0,0.0,872351.8125,726469.3125,-1.85463324697821E-8,-3.1870193197391927E-4,0.0,4.999999873689376E-5,4.999999873689376E-5,4.999999873689376E-5,1,1,1,0.975826621055603,0.012086682952940464,1.5707963705062866,1.5707963705062866,1.5707963705062866,0.0,0.0,0.0,0.29513078927993774,0.702174723148346,0.9745234251022339,1.093713641166687,1.1900091171264648,1.3450764417648315,0.2444256991147995,0.3544068932533264,0.9695199131965637,2.610100269317627,4.588185787200928,5.889518737792969,6.341571807861328,0.17904654145240784,0.007692382205277681,0.0013319749850779772,0.0,1.5707963705062866,1.5695232152938843,1.5707963705062866,-1.8546463920188216E-8,-3.171904827468097E-4,0.0,-1.2631062645471203E-12,-1.2631062645471203E-12,-1.2631062645471203E-12,-2.2756616090191528E-5,-2.665193796157837,-1.2631062645471203E-12,3.253081740695052E-5,1.5654146671295166,0.0,9.452308654785156,0.0,7.35592155251652E-4,10.676092147827148,9.094947017729282E-13,-0.0469808466732502,20.029760360717773,19.846763610839844,-0.02453867718577385,-6.533034320455045E-5,7.359390729106963E-4,11.003737449645996,0.0,0.3830704092979431,5.20803689956665,0.0,11.512925148010254,772.5909423828125,2.2845838998364343E-7,0.00857242476195097,0.0,"{""type"":""Point"",""coordinates"":[-130.97316283302334,55.42189650519967]}"
1335,28.785547256469727,29.458972930908203,23.955028533935547,2610.100830078125,2610.100830078125,-30.00162696838379,-10.110876083374023,-3.780287742614746,1,-3.8202921132324263E-5,-4.695509051089175E-5,-2.225709758931771E-4,-0.1292884647846222,-0.5739120841026306,-0.726989209651947,-0.4541186988353729,254.44838534172928,-8.627914428710938,-15.782556533813477,-1.4658292531967163,-0.07528054714202881,-0.1003180742263794,-0.07305419445037842,,200.66006668790976,9,9,6,7,9,40.476993560791016,56.85991116328171,-0.0016515335300937295,-3.248133580200374E-4,-0.0023361125495284796,-157.9497467484196,1.2951168173458427E-5,-4.665146116167307E-5,-1.458233455196023E-4,-0.9087625741958618,-0.5146002769470215,-0.0960584208369255,280127.6875,2567.758544921875,-0.001702687470242381,-3.2511696917936206E-4,-0.0024128600489348173,195.79324340820312,192.94805908203125,197.88995361328125,1,1,3,,,1.6084365844726562,1.5816558599472046,1.586234450340271,40.591182708740234,32.47662353515625,45.61662292480469,0.2725250720977783,0.6472273468971252,0.9375430941581726,1.059635043144226,1.1952197551727295,1.3460360765457153,0.2202531099319458,9.468030839343555E-6,0.6134290099143982,2.001856565475464,4.001894474029541,5.405090808868408,5.9300856590271,0.0,2.8771712095476687E-4,4.765078774653375E-4,0.0018502309685572982,1.5331560373306274,1.4813377857208252,1.5131802558898926,-0.0016087274998426437,-3.2013916643336415E-4,-0.0022861824836581945,4.866825580596924,7.7120041847229,2.7701125144958496,-8.627915382385254,-15.782560348510742,-1.4658308029174805,7.569058895111084,5.627796173095703,6.863030910491943,,360.5765686035156,15.030536651611328,21.709482192993164,3.224147081375122,,12.228520393371582,7.532268524169922,-0.8887889385223389,-0.8712811470031738,17.329885482788086,26.839168548583984,3.538208484649658,37.43227767944336,46.85920715332031,25.80783462524414,9.85162353515625,,0.012115303426980972,0.017419124022126198,0.001858031377196312,"{""type"":""Point"",""coordinates"":[-157.9497467484196,56.85991116328171]}"
1336,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,54.04261791200259,,,,-136.8131576111744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-136.8131576111744,54.04261791200259]}"
1337,15.52717113494873,1.1287790536880493,3.6574065685272217,2397.192626953125,2397.192626953125,22.293062210083008,32.60855484008789,14.149423599243164,1,7.437691965606064E-5,1.033828521030955E-4,9.521354513708502E-5,-0.011016814969480038,0.34730857610702515,0.5778656601905823,0.0728030651807785,95.4779693570676,0.8600606918334961,3.1626529693603516,0.03337496891617775,-0.003684401512145996,0.007393956184387207,-0.001085519790649414,,330.0625124650999,6,6,4,4,3,44.02998733520508,69.40871577406962,1.0672469215933233E-4,7.044694939395413E-5,-6.43395324004814E-5,-146.18626230145978,2.392684546066448E-4,1.7445602861698717E-4,2.632420801091939E-4,0.29111218452453613,0.023116638883948326,0.0010056729661300778,5910.8759765625,4253.48681640625,-5.8166835515294224E-5,-6.262209808483021E-7,-2.3236808192450553E-4,320.07562255859375,299.19842529296875,329.0339050292969,3,5,5,0.5444904565811157,0.7722452282905579,1.5726385116577148,1.5579371452331543,1.5666682720184326,63.51775360107422,70.07243347167969,56.9360466003418,0.017724428325891495,0.2559763491153717,0.7638474702835083,1.0331661701202393,1.4433667659759521,1.6799026727676392,0.0,0.0,0.1282234787940979,1.0156482458114624,3.019254207611084,4.791903495788574,5.627624988555908,0.0,-0.0034942931961268187,-0.004837836604565382,-0.006139584816992283,1.5689541101455688,1.5653311014175415,1.5655827522277832,1.06652187241707E-4,7.039872434688732E-5,-6.431555812014267E-5,9.986902236938477,30.864097595214844,1.0286208391189575,0.8600510358810425,3.162660837173462,0.03338855504989624,1.2195180654525757,1.2242143154144287,0.8984314203262329,13.176650047302246,39.39882278442383,2.473912239074707,5.472341537475586,0.44142642617225647,254.88890075683594,10.414764404296875,10.088823318481445,0.042879894375801086,0.0038892445154488087,2.6192798614501953,6.320441246032715,0.44351455569267273,53.73829650878906,52.043113708496094,52.76054000854492,11.812066078186035,3.8860702514648438,3.126716474071145E-4,0.0012886563781648874,8.182287274394184E-5,"{""type"":""Point"",""coordinates"":[-146.18626230145978,69.40871577406962]}"
1338,49.17062759399414,62.53537368774414,32.69021987915039,1709.364013671875,1709.364013671875,-29.421714782714844,-29.735271453857422,-6.566662788391113,1,-0.00200194725766778,-0.002002878114581108,-0.0013274241937324405,-0.4927554726600647,-0.6397697925567627,-0.8855133652687073,-0.1825351119041443,112.53486300207695,-21.213680267333984,-50.836883544921875,-2.5947632789611816,-0.026607513427734375,-0.20022106170654297,-0.05907142162322998,,1579.3530415225293,7,6,6,7,7,35.05662536621094,60.94266707324875,-0.0019869550596922636,-1.0032614227384329E-4,-0.006792169995605946,-143.67585186051934,6.656046025454998E-4,8.896244107745588E-4,7.988000870682299E-4,-0.8089709281921387,-0.3224899470806122,-0.04607047140598297,1709.364013671875,1709.364013671875,-0.0046545066870749,-0.0029928286094218493,-0.008918394334614277,1539.3707275390625,1528.8353271484375,1558.270263671875,3,3,3,0.7253962755203247,0.13730186223983765,1.5841001272201538,1.4805595874786377,1.5275198221206665,27.685890197753906,21.936996459960938,49.333152770996094,0.18423588573932648,0.46486377716064453,0.739568293094635,0.8327422738075256,1.047194480895996,1.1582063436508179,0.128871351480484,0.0,0.0,0.38738536834716797,1.8223686218261719,3.36818265914917,4.218497276306152,0.0,0.0073088351637125015,0.015020221471786499,0.0024607209488749504,1.5574926137924194,1.2803385257720947,1.4684484004974365,-0.001782577601261437,-9.771262557478622E-5,-0.004627596586942673,39.982303619384766,50.51771545410156,21.082752227783203,-21.213722229003906,-50.836830139160156,-2.5948023796081543,15.31924057006836,7.595139026641846,28.363380432128906,13.072346687316895,1076.513916015625,33.157955169677734,57.40932083129883,14.217225074768066,215.62744140625,5.603298664093018,5.603298664093018,-1.6594315767288208,-0.8225482106208801,39.3629035949707,76.68234252929688,14.452038764953613,41.70745849609375,47.88630676269531,23.480056762695312,7.906270980834961,82.14530944824219,0.08462706953287125,0.12741826474666595,0.020471861585974693,"{""type"":""Point"",""coordinates"":[-143.67585186051934,60.94266707324875]}"
1339,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,54.62003804107743,,,,-144.35405109520843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-144.35405109520843,54.62003804107743]}"
1340,21.823375701904297,10.37979793548584,35.84611511230469,1498.830322265625,1498.830322265625,-6.721856117248535,6.931077003479004,-14.384003639221191,1,-2.14779220186756E-6,-2.43516683440248E-6,-6.0109934565844014E-5,-0.01109930220991373,-0.34874436259269714,-0.04564579576253891,-0.4702282249927521,110.76818851157323,-0.2156347781419754,-0.03923409432172775,-0.12425460666418076,-0.0040274858474731445,-0.0034433603286743164,-0.005414485931396484,,3.9915339102539136,1,1,6,1,1,44.75349044799805,58.069290171307124,-6.263212981139077E-6,1.0127167115570046E-5,-1.7243140609934926E-4,-156.9117958008283,-2.1741664113505976E-6,1.1080092917836737E-5,-1.0649132491380442E-5,-0.3603258728981018,-0.05323292315006256,-0.005591536406427622,1867992.0,8744.423828125,-6.236838544282364E-6,-3.388094228284899E-6,-2.2189220180734992E-4,3.0411300659179688,2.5000498294830322,3.7210419178009033,1,1,4,0.9667708873748779,0.01661454141139984,1.5728100538253784,1.568444848060608,1.5713634490966797,47.71255874633789,47.523563385009766,43.41628646850586,0.2554692029953003,0.6285783052444458,0.9462906122207642,1.081355094909668,1.257174015045166,1.4078868627548218,0.2028566300868988,0.2092912197113037,0.8133309483528137,2.264451742172241,4.275967121124268,5.643270969390869,6.152946472167969,0.07666169852018356,3.606080717872828E-4,5.972523358650506E-4,0.006315460428595543,1.5687825679779053,1.5650014877319336,1.5659489631652832,-6.262880106078228E-6,1.0126914276042953E-5,-1.7240749730262905E-4,0.9504039883613586,1.4914840459823608,0.2704918682575226,-0.21563491225242615,-0.03923402726650238,-0.12425438314676285,0.34117433428764343,0.23359787464141846,0.5511202216148376,2.4797964096069336,16.78887367248535,0.6183289885520935,0.8597022891044617,0.2645953595638275,0.06494076550006866,16.622982025146484,11.257606506347656,-0.06483423709869385,-0.10195394605398178,0.6547946333885193,0.8605750799179077,0.2923007607460022,48.5616340637207,43.431400299072266,36.73817825317383,11.825082778930664,146.7747802734375,5.897754090256058E-5,8.959220576798543E-5,2.2506837922264822E-5,"{""type"":""Point"",""coordinates"":[-156.9117958008283,58.069290171307124]}"
1341,270.0,270.0,270.0,100.0,100.0,,,,1,0.0,0.0,0.0,0.0,9.968070457944123E-8,0.0,3.725290298461914E-8,9.999999999999998,9.486769009248164E-19,-3.584643432780199E-18,3.3881317890172014E-20,0.0,0.0,0.0,12.362040519714355,4.99999974737875E-5,1,1,1,1,1,45.0,55.87340542535293,0.0,0.0,0.0,-133.7989749985242,0.0,0.0,0.0,0.0,0.0,0.0,1495555.0,1179582.625,0.0,0.0,0.0,4.999999873689376E-5,4.999999873689376E-5,4.999999873689376E-5,1,1,1,0.9663841724395752,0.01680792309343815,1.5707963705062866,1.5707963705062866,1.5707963705062866,0.0,0.0,0.0,0.2989116609096527,0.685818076133728,0.9687186479568481,1.0916693210601807,1.2015007734298706,1.356142282485962,0.238162100315094,0.32808420062065125,1.0275086164474487,2.5561275482177734,4.54133939743042,5.8539628982543945,6.316011428833008,0.1598520129919052,0.0,0.0,0.0,1.5707963705062866,1.5707963705062866,1.5707963705062866,0.0,0.0,0.0,-1.2631062645471203E-12,-1.2631062645471203E-12,-1.2631062645471203E-12,-1.2631062645471203E-12,-1.2631062645471203E-12,-1.2631062645471203E-12,0.0,0.0,0.0,12.262556076049805,0.0,9.517157027738588E-12,0.0,9.094947017729282E-13,-0.031240085139870644,20.568819046020508,20.331483840942383,-2.8656463655352127E-6,-9.522725008537236E-7,0.0,0.0,0.0,0.0,0.0,0.0,11.512925148010254,717.3074340820312,0.0,0.0,0.0,"{""type"":""Point"",""coordinates"":[-133.7989749985242,55.87340542535293]}"
1342,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,70.32958577049472,,,,-142.7945641564906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-142.7945641564906,70.32958577049472]}"
1343,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,66.59705864225602,,,,-165.29097876578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-165.29097876578,66.59705864225602]}"
1344,247.54632568359375,248.89602661132812,241.16285705566406,7772.17626953125,7772.17626953125,5.631037712097168,3.8092944622039795,-0.10182753205299377,1,3.2291619572788477E-4,1.0504976671654731E-4,2.57827719906345E-4,0.3615117371082306,-0.026108868420124054,-0.20199839770793915,0.029275232926011086,482.74433542015464,-0.8586278557777405,-12.269475936889648,0.3176213204860687,0.009769320487976074,-0.01235353946685791,0.011051177978515625,,378.79883748383355,6,6,6,6,6,50.36519241333008,66.8803064669954,-0.001020939089357853,-9.328213054686785E-4,4.2473815847188234E-4,-152.67688815796689,3.278396325185895E-4,1.110190205508843E-4,7.226710440590978E-4,0.6470972299575806,0.1497168391942978,0.01723359152674675,7772.17626953125,7772.17626953125,-0.0010258625261485577,-9.387905593030155E-4,-4.010518023278564E-5,333.53582763671875,327.84539794921875,355.8724670410156,5,5,5,0.6328652501106262,0.1835673749446869,1.5659116506576538,1.4998282194137573,1.5225366353988647,52.53099822998047,52.54557800292969,49.38272476196289,0.08147106319665909,0.314975380897522,0.7745298743247986,0.9554235935211182,1.3457452058792114,1.4614014625549316,0.0,0.008040103130042553,0.4272073209285736,1.8734865188598633,3.901689052581787,5.303341865539551,5.752130508422852,0.0,-9.56642092205584E-4,-3.4298610989935696E-4,-6.139748729765415E-4,1.5756809711456299,1.4874746799468994,1.5335878133773804,-8.683722699061036E-4,-8.154308889061213E-4,3.3287107362411916E-4,45.26301193237305,50.95343017578125,22.92635726928711,-0.8586302995681763,-12.269490242004395,0.3176272511482239,18.65226936340332,17.028772354125977,22.780447006225586,45.1920280456543,3260.490966796875,32.88798522949219,60.74065017700195,10.849090576171875,149.2177734375,7.523918628692627,7.523918628692627,-0.806044340133667,0.43053919076919556,32.89922332763672,61.967491149902344,10.853748321533203,41.89629364013672,40.7555046081543,66.5853042602539,9.826992988586426,200.99513244628906,0.009040635079145432,0.018485726788640022,5.172022501938045E-4,"{""type"":""Point"",""coordinates"":[-152.67688815796689,66.8803064669954]}"
1345,194.04571533203125,208.3446502685547,183.26368713378906,266601.5,266601.5,-27.41968536376953,-35.057472229003906,-4.500892162322998,1,-0.0015361546538770199,-6.161208730190992E-4,-5.002879770472646E-4,0.07843054085969925,-0.4694788157939911,-0.5915486812591553,-0.3939639627933502,22010.637623608094,-10.012473106384277,-32.68815994262695,-1.485381007194519,-0.1424788236618042,-0.14265751838684082,-0.10443031787872314,,22.395774089933255,8,8,6,7,9,47.894927978515625,55.7430504911889,-7.543119136244059E-4,-0.001101654372178018,-7.402136689051986E-4,-131.86928268954858,-4.3050458771176636E-4,-2.1892318909522146E-4,-3.1027040677145123E-5,-0.949569821357727,-0.6727206707000732,-0.17100723087787628,198299.0,266601.5,-0.001859961892478168,-0.0014988520415499806,-0.0012094746343791485,0.12390059232711792,4.999999873689376E-5,16.732919692993164,3,3,3,0.9187706708908081,0.04061468690633774,1.642035722732544,1.5612047910690308,1.5817276239395142,34.48335647583008,31.26811408996582,36.96188735961914,0.3015868663787842,0.6869715452194214,0.9664691686630249,1.0878316164016724,1.1931815147399902,1.3475314378738403,0.2393222451210022,0.4263041317462921,1.0647296905517578,2.481394052505493,4.812666893005371,6.074877738952637,6.495641231536865,0.2279287874698639,0.007597204297780991,0.002500494010746479,0.003558139316737652,1.4995568990707397,1.41854727268219,1.477297306060791,-7.103080861270428E-4,-0.0010084366658702493,-7.18760013114661E-4,22.271873474121094,22.39572525024414,5.66285514831543,-10.012472152709961,-32.68815994262695,-1.4853814840316772,11.431084632873535,13.84192943572998,8.004146575927734,10.395511627197266,21704.392578125,21.327287673950195,55.25899887084961,3.7685952186584473,0.8888285756111145,12.39690113067627,12.690115928649902,-1.1733918190002441,-1.1791151762008667,23.56028175354004,64.20330047607422,4.048274517059326,40.8422737121582,42.384708404541016,51.68256759643555,14.994853019714355,245.56101989746094,0.027118410915136337,0.04646753519773483,0.004941356834024191,"{""type"":""Point"",""coordinates"":[-131.86928268954858,55.7430504911889]}"
1346,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,59.17242031123533,,,,-139.05541736777917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-139.05541736777917,59.17242031123533]}"
1347,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,55.29859921825537,,,,-146.52361092646066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-146.52361092646066,55.29859921825537]}"
1348,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,57.795623489490204,,,,-142.53155030855075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-142.53155030855075,57.795623489490204]}"
1349,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,54.572597083806656,,,,-141.89472795687823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-141.89472795687823,54.572597083806656]}"
1350,187.07772827148438,179.4953155517578,34.70604705810547,153.65301513671875,153.65301513671875,24.991912841796875,-13.481189727783203,31.941509246826172,1,1.5159719623625278E-4,-6.265710544539616E-5,8.978208061307669E-4,-0.06239410862326622,0.7071942687034607,0.3650158941745758,0.8706803321838379,10.450636873283415,5.0623650550842285,3.865248680114746,0.8016345500946045,0.03185582160949707,0.0644381046295166,0.0427016019821167,,493.47993273443325,4,4,4,3,3,45.028873443603516,62.56603600325018,7.616885122843087E-4,-1.9258579413872212E-5,5.080036935396492E-4,-150.17498423093542,7.685814634896815E-4,-8.836405868350994E-6,0.001400780864059925,0.8363220691680908,0.34371232986450195,0.04985425993800163,7716.05712890625,255.0487060546875,1.4470418682321906E-4,-7.307927444344386E-5,5.043653800385073E-6,464.5853271484375,458.6658935546875,490.8374938964844,4,1,5,0.1342310756444931,0.5671273469924927,1.554868459701538,1.4798287153244019,1.5293892621994019,80.0846939086914,58.84146499633789,75.5980224609375,0.1813732236623764,0.4788822531700134,0.8571748733520508,1.0057282447814941,1.3017385005950928,1.4268298149108887,0.10481679439544678,0.05050404742360115,0.47438758611679077,1.7655295133590698,3.8399786949157715,5.3537068367004395,6.020070552825928,0.0034748336765915155,-0.0025303116999566555,0.0012671865988522768,-0.03581242635846138,1.5867242813110352,1.5442668199539185,1.5720908641815186,7.576046045869589E-4,-1.9188168153050356E-5,5.075227818451822E-4,28.894615173339844,34.81404495239258,2.642444133758545,5.062371253967285,3.8652424812316895,0.8016297817230225,3.428863048553467,2.830735683441162,1.436292290687561,9.209288597106934,10.135273933410645,7.157942295074463,10.58934497833252,0.9200729131698608,323.17919921875,9.36795711517334,5.958337306976318,0.31080353260040283,0.31111735105514526,8.767325401306152,11.272891998291016,1.2200310230255127,49.622798919677734,51.476383209228516,53.42082977294922,7.759849548339844,7.028966426849365,0.012242582626640797,0.012787530198693275,0.0016854519490152597,"{""type"":""Point"",""coordinates"":[-150.17498423093542,62.56603600325018]}"
