system:index,aspct_16,aspct_32,aspct_4,ca_10,ca_10000,ci_16,ci_32,ci_4,control_band,crosc_16,crosc_32,crosc_4,dah,devmeanelev_16,devmeanelev_32,devmeanelev_4,dfa,diffmeanelev_16,diffmeanelev_32,diffmeanelev_4,diffopen_2,diffopen_256,diffopen_32,dis,fel,gmrph_ms_30,gmrph_ms_300,gmrph_r_30,gmrph_r_300,gmrph_r_3000,hs_st,latitude,longc_16,longc_32,longc_4,longitude,maxc_16,maxc_32,maxc_4,mbi_0p001,mbi_0p01,mbi_0p1,mca_10,mca_10000,minc_16,minc_32,minc_4,minelev_16,minelev_32,minelev_4,morpfeat_16,morpfeat_32,morpfeat_4,msp,nh,no_2,no_256,no_32,perctelev_16,perctelev_32,perctelev_4,pisrdif_2023-01-22,pisrdif_2023-02-22,pisrdif_2023-03-22,pisrdif_2023-04-22,pisrdif_2023-05-22,pisrdif_2023-06-22,pisrdif_2023-12-22,pisrdir_2023-01-22,pisrdir_2023-02-22,pisrdir_2023-03-22,pisrdir_2023-04-22,pisrdir_2023-05-22,pisrdir_2023-06-22,pisrdir_2023-12-22,planc_16,planc_32,planc_4,po_2,po_256,po_32,profc_16,profc_32,profc_4,relelev_16,relelev_32,relelev_4,relmeanelev_16,relmeanelev_32,relmeanelev_4,sl_16,sl_32,sl_4,slh,spi,stddevelev_16,stddevelev_32,stddevelev_4,stdh,swi_10,swi_10000,tpi_32,tpi_4,tri_16,tri_32,tri_4,tsc_16,tsc_32,tsc_4,twi,vlyd,vrm_16,vrm_32,vrm_4,.geo
25,319.7225036621094,53.472412109375,41.68544006347656,1532.9019775390625,1532.9019775390625,6.983672618865967,13.333993911743164,-27.26802635192871,1,7.560491667391034E-6,1.2530383173725568E-5,-1.0720381396822631E-4,-0.009402281604707241,-0.0630844458937645,0.5266783833503723,-0.5893190503120422,42.9639204911279,-0.034254759550094604,0.4561612904071808,-0.12991368770599365,-0.007594108581542969,-0.002860546112060547,-0.00766909122467041,,24.64791908505616,2,2,4,2,1,45.00519561767578,63.1334515023829,4.9070218665292487E-5,2.0953062630724162E-5,-3.250339432270266E-5,-158.03786857776728,6.87309802742675E-5,2.0977560780011117E-5,2.078847901429981E-4,-0.511859655380249,-0.09431018680334091,-0.010301659815013409,117350.25,9085.6494140625,-1.2100264939363115E-5,1.250588411494391E-5,-3.4759199479594827E-4,23.80013656616211,21.500099182128906,24.430160522460938,1,1,4,0.8371809720993042,0.0814094990491867,1.574593424797058,1.565778374671936,1.5717251300811768,42.32502746582031,74.88453674316406,31.30524444580078,0.17301732301712036,0.472432941198349,0.8821399807929993,1.05264413356781,1.3742985725402832,1.5036131143569946,0.09082108736038208,0.040902279317379,0.44760191440582275,1.6937284469604492,3.727288246154785,5.220345497131348,5.865586757659912,0.002066803863272071,-0.002115461975336075,-0.016430266201496124,0.016288477927446365,1.5669993162155151,1.5629178285598755,1.5640560388565063,4.9069309170590714E-5,2.0953044440830126E-5,-3.250104782637209E-5,0.8477834463119507,3.147819995880127,0.21775847673416138,-0.03425470367074013,0.4561612606048584,-0.12991422414779663,0.2018701434135437,0.043714698404073715,0.3785494267940521,1.8340556621551514,15.418307304382324,0.5407997369766235,0.8662495017051697,0.22151491045951843,15.326309204101562,13.962488174438477,11.403055191040039,-0.3752768039703369,-0.38045617938041687,0.54249507188797,0.9792104363441467,0.25721102952957153,41.4169807434082,36.51240158081055,33.88912582397461,11.95340633392334,20.69484519958496,1.1747813550755382E-4,2.8118561021983624E-4,6.770331674488261E-5,"{""type"":""Point"",""coordinates"":[-158.03786857776728,63.1334515023829]}"
26,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,58.36747092202315,,,,-153.48361697764537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-153.48361697764537,58.36747092202315]}"
27,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,54.673443913825935,,,,-153.04476912026905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-153.04476912026905,54.673443913825935]}"
28,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,54.51627266907141,,,,-144.85596482901877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-144.85596482901877,54.51627266907141]}"
29,34.01333999633789,27.194229125976562,344.01239013671875,3423.78955078125,3423.78955078125,-14.261955261230469,-28.188121795654297,-27.751590728759766,1,-1.7389444110449404E-5,-1.5491403246414848E-5,-5.2865427278447896E-5,0.0015628107357770205,-0.3884212374687195,-0.6735538244247437,-0.4721664786338806,201.59254582377235,-0.4652790129184723,-2.1261138916015625,-0.07276920229196548,0.009767413139343262,-0.004485130310058594,0.0020029544830322266,,401.2719697917279,9,9,1,1,9,44.571693420410156,67.36130043582035,-1.2337742373347282E-4,-9.468016651226208E-5,-2.2593016910832375E-4,-146.39037643689466,-1.4458651094173547E-5,-1.309885465161642E-5,-1.2409977898641955E-5,0.576914370059967,0.12078661471605301,0.013558798469603062,2897987.5,889393.0625,-1.263082231162116E-4,-9.70727123785764E-5,-2.663856139406562E-4,400.0676574707031,399.4004821777344,401.114013671875,3,1,2,0.9650149941444397,0.017492517828941345,1.5659126043319702,1.5641230344772339,1.5642257928848267,33.34375762939453,22.088809967041016,28.229381561279297,0.07245620340108871,0.3089196979999542,0.7970956563949585,0.9886244535446167,1.4048606157302856,1.5466200113296509,0.0,0.0,0.23146142065525055,1.2834711074829102,3.34604549407959,5.0214152336120605,5.804497241973877,0.0,0.0018749687587842345,0.0011160753201693296,0.0214708112180233,1.5756800174713135,1.5596379041671753,1.5662287473678589,-1.2336151849012822E-4,-9.465280891163275E-5,-2.2592810273636132E-4,1.2043030261993408,1.8714838027954102,0.15796782076358795,-0.4652787744998932,-2.126119375228882,-0.07277197390794754,0.5313719511032104,0.7952278852462769,0.14130723476409912,1.6570255756378174,4.048839569091797,1.1978557109832764,3.1565566062927246,0.15439948439598083,124.25595092773438,17.309497833251953,16.12825584411621,0.4491487443447113,0.4491487443447113,1.2850569486618042,3.8058159351348877,0.17076340317726135,49.616275787353516,48.10912322998047,51.36821365356445,9.729182243347168,93.07064819335938,3.237318596802652E-4,3.240090445615351E-4,5.7441113312961534E-5,"{""type"":""Point"",""coordinates"":[-146.39037643689466,67.36130043582035]}"
30,110.40044403076172,117.28770446777344,127.825439453125,333.6346130371094,333.6346130371094,22.72342872619629,7.266748905181885,0.24350690841674805,1,-1.8366188214713475E-7,1.0305275282007642E-5,9.305325875175186E-6,-0.004692613147199154,0.7913116812705994,0.9190036058425903,0.26764214038848877,25.616793679868213,0.6555858850479126,1.1119310855865479,0.07839406281709671,0.0014193058013916016,0.009593605995178223,0.0024338960647583008,,691.6443323474717,1,1,1,1,1,45.31249237060547,62.66839279303261,7.553715113317594E-5,-2.86716090158734E-6,2.9098615050315857E-4,-145.11369928808247,8.976982644526288E-5,1.0941625077975914E-5,3.1838088762015104E-4,0.17156021296977997,0.020251816138625145,0.002062493935227394,17136.072265625,4390.248046875,-1.4416336853173561E-5,-3.503510697555612E-6,-1.8089445802615955E-5,688.4600219726562,688.1000366210938,690.486572265625,2,1,3,0.4036777913570404,0.298161119222641,1.5700867176055908,1.5592732429504395,1.567354679107666,74.9958724975586,79.07521057128906,51.3967170715332,0.17826330661773682,0.470000684261322,0.8430097699165344,0.9859558939933777,1.280768632888794,1.4024955034255981,0.1022343561053276,0.06524650007486343,0.5437020659446716,1.9163755178451538,4.030993938446045,5.546589374542236,6.202579975128174,0.006107342429459095,3.7908757803961635E-5,-0.0021608853712677956,-9.241559891961515E-4,1.5715060234069824,1.5688668489456177,1.5697885751724243,7.55350774852559E-5,-2.867062903533224E-6,2.90943164145574E-4,3.1843063831329346,3.5442957878112793,1.1577619314193726,0.6556100845336914,1.1119433641433716,0.07838207483291626,0.2450481653213501,0.2732457220554352,0.5694783926010132,2.048879384994507,2.9340240955352783,0.8284846544265747,1.2099356651306152,0.29321959614753723,483.8864440917969,12.157440185546875,10.795568466186523,0.07042933255434036,0.03017200529575348,1.0565000772476196,1.6432719230651855,0.30354446172714233,54.47612380981445,49.500404357910156,68.32295227050781,10.614331245422363,4.822839260101318,3.09291499434039E-4,3.072173276450485E-4,4.8718844482209533E-5,"{""type"":""Point"",""coordinates"":[-145.11369928808247,62.66839279303261]}"
31,127.79080963134766,226.23739624023438,114.75932312011719,515.244873046875,515.244873046875,9.214015007019043,-5.95419979095459,-30.518898010253906,1,7.501938398490893E-6,-5.238223820924759E-6,4.2013890924863517E-4,-0.021568549796938896,-1.6736446619033813,-2.1570446491241455,-0.6646940112113953,66.34845172398978,-1.529038906097412,-1.765512466430664,-0.8403520584106445,-0.0488276481628418,-0.03910970687866211,-0.051177024841308594,,6.021037565662473,5,5,6,5,5,49.14736557006836,62.02222796465654,-2.926789238699712E-5,-7.011039087956306E-6,-0.001933014951646328,-162.97652883261986,1.336166405963013E-5,5.4444271881948225E-6,4.223737050779164E-4,-0.8694418668746948,-0.4083172380924225,-0.06477463245391846,831661.375,1565.2994384765625,-3.51276139554102E-5,-1.7693690097075887E-5,-0.0019352496601641178,6.000185012817383,6.000185012817383,6.000185012817383,1,1,5,0.9540758728981018,0.0229620523750782,1.5952101945877075,1.552920937538147,1.5767135620117188,11.572698593139648,7.622769832611084,39.511844635009766,0.19446823000907898,0.5104568004608154,0.8973045945167542,1.0589243173599243,1.3496952056884766,1.4844416379928589,0.11852777749300003,0.09171716123819351,0.5971041917800903,1.9715557098388672,4.019186019897461,5.453551769256592,6.036882400512695,0.011952036991715431,-0.0025158515200018883,0.013059835880994797,-0.01198582910001278,1.5463825464248657,1.5138112306594849,1.5255365371704102,-2.9267501304275356E-5,-7.011037268966902E-6,-0.0019294576486572623,0.4691924452781677,0.4691924452781677,0.4691924452781677,-1.529038906097412,-1.765512466430664,-0.8403519988059998,0.1708480715751648,0.022980842739343643,2.0075931549072266,1.3761433362960815,44.6727409362793,0.913598358631134,0.818486750125885,1.2642701864242554,-0.4374912679195404,13.77182674407959,7.496475696563721,-2.110443353652954,-2.110459089279175,1.7811930179595947,1.9460148811340332,1.5180917978286743,57.01792526245117,53.08664321899414,43.457435607910156,8.689906120300293,58.55537796020508,7.860346231609583E-4,5.068862810730934E-4,0.002093457616865635,"{""type"":""Point"",""coordinates"":[-162.97652883261986,62.02222796465654]}"
32,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,56.12445389293297,,,,-143.21437878865612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-143.21437878865612,56.12445389293297]}"
33,84.22028350830078,73.52177429199219,81.82275390625,9166.5849609375,9166.5849609375,-15.894227027893066,-30.043149948120117,0.12828519940376282,1,-3.108808596152812E-5,3.2410396670456976E-5,2.3772630811436102E-5,-0.036386746913194656,-0.1451970785856247,-0.719632625579834,0.0677826926112175,311.1852493145176,-0.5141690373420715,-3.7598586082458496,0.07348477840423584,5.818605422973633E-4,-0.015786170959472656,0.0015805959701538086,,178.69549813491196,7,6,6,7,8,45.681671142578125,66.64838952592194,-1.566721184644848E-4,-1.9967083062510937E-4,2.1287727577146143E-4,-151.98676024141443,-2.237903026980348E-5,3.516178912832402E-5,2.2742486908100545E-4,0.05855022743344307,0.006248062942177057,6.293191108852625E-4,48920.921875,9166.3818359375,-1.6538117779418826E-4,-2.0242220489308238E-4,9.225049325323198E-6,173.68777465820312,172.27772521972656,176.67225646972656,1,3,1,0.7541711330413818,0.12291446328163147,1.5705053806304932,1.56382417678833,1.5639909505844116,49.68773651123047,29.63673210144043,49.38271713256836,0.0910695418715477,0.340127170085907,0.820918083190918,1.0146477222442627,1.4209625720977783,1.5344616174697876,0.0,0.0022276940289884806,0.25484561920166016,1.3082021474838257,3.342571973800659,4.970717906951904,5.7249884605407715,0.0,8.769106934778392E-4,-0.0026090333703905344,-5.683377385139465E-4,1.5710872411727905,1.5480380058288574,1.5655715465545654,-1.5637713659089059E-4,-1.9962461374234408E-4,2.1231977734714746E-4,5.007721900939941,6.4177727699279785,2.0232479572296143,-0.5141670107841492,-3.7598607540130615,0.07347996532917023,2.030552387237549,0.7116876244544983,2.3950812816619873,2.9206464290618896,404.95513916015625,3.5409719944000244,5.224704265594482,1.0841740369796753,107.56657409667969,11.611268997192383,9.936905860900879,-0.2992188334465027,0.07015031576156616,3.578082323074341,6.436933517456055,1.0866619348526,38.11113357543945,45.03689193725586,58.62281036376953,12.243483543395996,20.840835571289062,9.037366835400462E-4,0.0019221465336158872,2.2710841221851297E-5,"{""type"":""Point"",""coordinates"":[-151.98676024141443,66.64838952592194]}"
34,244.6787109375,237.79385375976562,223.5843505859375,30671.041015625,30671.041015625,-20.513181686401367,-27.8255615234375,-2.388885736465454,1,-5.057638918515295E-5,-5.633647015201859E-5,-3.240643491153605E-5,0.017206648364663124,-0.16717524826526642,-0.48205193877220154,0.06606915593147278,340.97847149390554,-0.216141477227211,-1.3763216733932495,0.03053789585828781,0.0011354684829711914,-0.003925323486328125,8.035898208618164E-4,,52.06084212056756,8,1,6,6,9,45.445228576660156,63.66680746842205,-3.7765821616631E-5,-3.3645974326645955E-5,1.1659247684292495E-4,-157.93875616759158,-3.537453812896274E-5,-3.2662443118169904E-5,1.902623480418697E-4,0.12603449821472168,0.014167522080242634,0.0014345374656841159,547806.4375,86620.4140625,-5.29676690348424E-5,-5.7320001360494643E-5,-1.0607630247250199E-4,50.07339859008789,47.95866775512695,50.877689361572266,1,1,4,0.9159124493598938,0.0420437827706337,1.5702285766601562,1.566452145576477,1.5681421756744385,46.55174255371094,34.47121047973633,47.304344177246094,0.1618976593017578,0.4532390832901001,0.8732572197914124,1.046598196029663,1.3818904161453247,1.5080336332321167,0.07690712064504623,0.0355464331805706,0.44287213683128357,1.6960899829864502,3.744805335998535,5.24686336517334,5.896661758422852,0.001320846495218575,0.003925634082406759,0.004242829047143459,0.001834748312830925,1.5713640451431274,1.562526822090149,1.5689457654953003,-3.7756421079393476E-5,-3.363708310644142E-5,1.165380745078437E-4,1.9874449968338013,4.102175712585449,1.1831532716751099,-0.21614281833171844,-1.376320242881775,0.030538437888026237,0.7381320595741272,0.7607284784317017,1.0111595392227173,1.6368314027786255,531.4219360351562,1.2930799722671509,2.855177402496338,0.4628576636314392,16.079378128051758,14.957283973693848,13.113120079040527,-0.1695868819952011,0.06026991084218025,1.3110380172729492,3.16959810256958,0.4638269543647766,39.26057815551758,40.690513610839844,59.36260986328125,14.39875602722168,37.295143127441406,8.238472219090909E-5,2.817014174070209E-4,1.4360293789650314E-5,"{""type"":""Point"",""coordinates"":[-157.93875616759158,63.66680746842205]}"
35,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,56.28146998052147,,,,-161.48176126641968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-161.48176126641968,56.28146998052147]}"
36,191.81454467773438,229.96173095703125,187.37808227539062,432.1236877441406,432.1236877441406,-19.894697189331055,-33.68429946899414,13.392321586608887,1,5.442792898975313E-4,-0.0010121173691004515,0.010684029199182987,0.5718492269515991,-0.1369830220937729,-0.6738340854644775,0.03425007313489914,32.62195994291573,-6.833988189697266,-38.83767318725586,0.858729362487793,-0.10985815525054932,-0.17528796195983887,-0.03728377819061279,,536.753269335985,6,6,6,6,6,92.53466033935547,56.11622369916961,-0.004689252469688654,-0.0010764896869659424,3.7636939669027925E-4,-159.5592050378552,7.927907863631845E-4,2.925629378296435E-4,0.01106351800262928,-0.9078667759895325,-0.7567709684371948,-0.2797456383705139,432.1236877441406,432.1236877441406,-0.004937764257192612,-0.0023811699356883764,-3.1192466849461198E-6,467.2577209472656,455.4400329589844,496.556396484375,5,3,5,0.040761467069387436,0.5254653692245483,1.6257253885269165,1.3311011791229248,1.4618381261825562,53.06595230102539,28.63348960876465,51.80559539794922,0.22259293496608734,0.5333709716796875,0.745274543762207,0.8315189480781555,0.9193958044052124,1.0412920713424683,0.18466465175151825,0.0,-2.516023814678192E-4,4.1086249351501465,5.929975986480713,6.247326850891113,6.252417087554932,0.0,-0.0011968149337917566,0.006409545429050922,-0.011216945014894009,1.5158672332763672,1.155813217163086,1.4245543479919434,-0.0035369570832699537,-0.0010374529520049691,1.4394448953680694E-4,69.49556732177734,81.31324768066406,40.19688034057617,-6.833962917327881,-38.83766174316406,0.8587232232093811,24.456066131591797,8.972769737243652,43.604164123535156,41.81468200683594,554.6220092773438,49.89251708984375,57.63737487792969,25.13596534729004,281.4885559082031,3.517333745956421,3.517333745956421,-4.992455959320068,-4.949136257171631,50.363075256347656,69.50597381591797,25.15552520751953,39.42668533325195,45.571922302246094,47.90556335449219,5.820278167724609,37.55986785888672,0.14301808178424835,0.14513827860355377,0.03650358319282532,"{""type"":""Point"",""coordinates"":[-159.5592050378552,56.11622369916961]}"
37,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,57.12218621893777,,,,-166.30964474684117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-166.30964474684117,57.12218621893777]}"
38,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,70.14415364590513,,,,-144.8698829093111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-144.8698829093111,70.14415364590513]}"
39,270.0,134.53289794921875,270.0,100.0,100.0,,-52.682159423828125,,1,0.0,-9.274477633880451E-6,0.0,0.0,9.968070457944123E-8,-0.12381672114133835,3.725290298461914E-8,10.000000000000002,9.486769009248164E-19,-0.30035585165023804,3.3881317890172014E-20,0.0,0.0,0.0,0.06487897038459778,4.999999747378752E-5,8,1,1,1,8,45.0,57.79951288188415,0.0,-4.911233190796338E-5,0.0,-134.95856281148158,0.0,-9.272067472920753E-6,0.0,0.0,0.0,0.0,1678026.125,1500039.0,0.0,-4.9114740249933675E-5,0.0,4.999999873689376E-5,4.999999873689376E-5,4.999999873689376E-5,1,1,1,0.958893895149231,0.020553039386868477,1.5707963705062866,1.5707963705062866,1.5707963705062866,0.0,0.0,0.0,0.25939780473709106,0.640260636806488,0.9506446123123169,1.0830553770065308,1.2509503364562988,1.4025954008102417,0.20749928057193756,0.23106302320957184,0.8486337065696716,2.3260579109191895,4.334831237792969,5.691248416900635,6.178434371948242,0.08922495692968369,0.0,0.0026810637209564447,0.0,1.5707963705062866,1.5707963705062866,1.5707963705062866,0.0,-4.911144787911326E-5,0.0,-1.2631062645471203E-12,-1.2631062645471203E-12,-1.2631062645471203E-12,-1.2631062645471203E-12,-0.30035582184791565,-1.2631062645471203E-12,0.0,0.198205828666687,0.0,12.84011173248291,0.0,9.517157027738588E-12,2.4257607460021973,9.094947017729282E-13,-6.270197868347168,20.683940887451172,20.571813583374023,-4.993635229766369E-4,-6.670039510936476E-6,0.0,2.4442856311798096,0.0,0.06725066900253296,2.484736680984497,0.0,11.512925148010254,611.8904418945312,0.0,0.0018103878246620297,0.0,"{""type"":""Point"",""coordinates"":[-134.95856281148158,57.79951288188415]}"
40,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,56.23893073301645,,,,-141.8909243965753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-141.8909243965753,56.23893073301645]}"
41,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,64.96264224650481,,,,-130.27477662940612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-130.27477662940612,64.96264224650481]}"
42,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,53.93811688571853,,,,-136.57265252824496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-136.57265252824496,53.93811688571853]}"
43,229.64520263671875,195.9119110107422,250.76315307617188,649.7837524414062,649.7837524414062,37.53025817871094,56.46324157714844,2.1093661785125732,1,1.0159084195038304E-4,9.427052282262594E-5,1.7193544772453606E-4,0.03826883062720299,0.4593481123447418,0.9552643299102783,-0.06265781819820404,56.3199784394571,0.8587962985038757,3.8442444801330566,-0.05281781777739525,-0.001603841781616211,0.01206350326538086,-0.00231325626373291,,585.7063286254964,4,5,6,6,6,44.63816833496094,61.42283672801733,1.252445363206789E-4,1.254535309271887E-4,-2.3161973513197154E-4,-154.65437811837813,1.8871475185733289E-4,1.37197261210531E-4,2.1756786736659706E-4,-0.1903923898935318,-0.023077279329299927,-0.0023576838430017233,42627.65625,649.7837524414062,3.8120611861813813E-5,8.252679253928363E-5,-2.772521402221173E-4,579.56494140625,569.007080078125,584.1679077148438,3,5,3,0.13116876780986786,0.5655843615531921,1.5715982913970947,1.5481667518615723,1.5645745992660522,65.47285461425781,86.76375579833984,51.76231002807617,0.20113176107406616,0.515069305896759,0.8660933375358582,1.0023243427276611,1.2652934789657593,1.3956650495529175,0.13197875022888184,0.10805566608905792,0.644122302532196,2.078012466430664,4.17832088470459,5.643816947937012,6.247712135314941,0.019661536440253258,-0.005947824567556381,-0.006221156567335129,-0.005335784517228603,1.5699944496154785,1.5602302551269531,1.5622613430023193,1.2518971925601363E-4,1.2541031173896044E-4,-2.312594442628324E-4,6.141407489776611,16.699277877807617,1.538390874862671,0.8587682843208313,3.8442530632019043,-0.052794910967350006,0.9786481261253357,0.8681586980819702,1.8455227613449097,17.304616928100586,28.609825134277344,1.8696194887161255,4.024275779724121,0.8428675532341003,353.5301818847656,11.476615905761719,7.292998313903809,0.1596047729253769,-0.03411782160401344,2.0574302673339844,5.565338134765625,0.8445243835449219,66.11613464355469,59.99104309082031,64.3804931640625,9.599547386169434,13.291353225708008,2.798684872686863E-4,5.833661998622119E-4,6.781245610909536E-5,"{""type"":""Point"",""coordinates"":[-154.65437811837813,61.42283672801733]}"
