system:index,aspct_16_10_B0,aspct_32_10_B0,aspct_4_10_B0,ca_10000_1_B0,ca_10_1_B0,ci_16_100_B0,ci_32_100_B0,ci_4_100_B0,crosc_16_1M_B0,crosc_32_1M_B0,crosc_4_1M_B0,dah_10k_B0,devmeanelev_16_1k_B0,devmeanelev_32_1k_B0,devmeanelev_4_1k_B0,dfa_10_B0,diffmeanelev_16_100_B0,diffmeanelev_32_100_B0,diffmeanelev_4_100_B0,diffopen_256_100k_B0,diffopen_2_100k_B0,diffopen_32_100k_B0,dis_100_B0,fel_1_B0,gmrph_ms_300_1_B0,gmrph_ms_30_1_B0,gmrph_r_3000_1_B0,gmrph_r_300_1_B0,gmrph_r_30_1_B0,hs_st_100_B0,latitude,longc_16_1M_B0,longc_32_1M_B0,longc_4_1M_B0,longitude,maxc_16_1M_B0,maxc_32_1M_B0,maxc_4_1M_B0,mbi_0p001_10k_B0,mbi_0p01_10k_B0,mbi_0p1_100k_B0,mca_10000_1_B0,mca_10_1_B0,minc_16_1M_B0,minc_32_1M_B0,minc_4_1M_B0,minelev_16_1_B0,minelev_32_1_B0,minelev_4_1_B0,morpfeat_16_1_B0,morpfeat_32_1_B0,morpfeat_4_1_B0,msp_10k_B0,nh_10k_B0,no_256_10k_B0,no_2_10k_B0,no_32_10k_B0,perctelev_16_100_B0,perctelev_32_100_B0,perctelev_4_100_B0,pisrdif_2023-01-22_10k_B0,pisrdif_2023-02-22_10k_B0,pisrdif_2023-03-22_10k_B0,pisrdif_2023-04-22_10k_B0,pisrdif_2023-05-22_10k_B0,pisrdif_2023-06-22_10k_B0,pisrdif_2023-12-22_10k_B0,pisrdir_2023-01-22_1k_B0,pisrdir_2023-02-22_1k_B0,pisrdir_2023-03-22_1k_B0,pisrdir_2023-04-22_1k_B0,pisrdir_2023-05-22_1k_B0,pisrdir_2023-06-22_1k_B0,pisrdir_2023-12-22_1k_B0,planc_16_100k_B0,planc_32_100k_B0,planc_4_100k_B0,po_256_10k_B0,po_2_10k_B0,po_32_10k_B0,profc_16_1M_B0,profc_32_1M_B0,profc_4_1M_B0,relelev_16_10_B0,relelev_32_10_B0,relelev_4_10_B0,relmeanelev_16_100_B0,relmeanelev_32_100_B0,relmeanelev_4_100_B0,sl_16_100_B0,sl_32_100_B0,sl_4_100_B0,slh_10_B0,spi_10_B0,stddevelev_16_100_B0,stddevelev_32_100_B0,stddevelev_4_100_B0,stdh_10_B0,swi_10000_1k_B0,swi_10_1k_B0,tpi_32_1k_B0,tpi_4_1k_B0,tri_16_100_B0,tri_32_100_B0,tri_4_100_B0,tsc_16_100_B0,tsc_32_100_B0,tsc_4_100_B0,twi_1k_B0,vlyd_10_B0,vrm_16_100k_B0,vrm_32_100k_B0,vrm_4_100k_B0,.geo
270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.4708184719768,,,,-161.1738247833164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-161.1738247833164,70.4708184719768]}"
271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.383860354874365,,,,-143.49883795801614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-143.49883795801614,54.383860354874365]}"
272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.162551205387366,,,,-146.72456888436542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-146.72456888436542,56.162551205387366]}"
273,1440,1480,1364,1634.774169921875,1634.774169921875,1301,1807,429,705,574,837,29,76,78,59,1184,150,317,32,2424,797,1331,,179,5,5,5,5,6,5682,62.079635683745224,-695,-338,-13,-160.90077898072607,792,586,1581,5323,1009,1108,1634.774169921875,1634.774169921875,-782,-351,-757,144,111,168,5,5,5,716,5358,15164,15668,15400,5876,6229,5555,1902,4985,8757,10300,13161,14469,1158,150,791,2348,4434,5806,6337,23,-359,-291,-400,15407,15747,15534,-657,-319,-12,348,678,112,150,317,32,1110,1112,1179,417,3595,1972,4045,542,986,6610,6610,302,467,1978,4057,543,5486,5612,7887,8913,361,691,1461,96,"{""type"":""Point"",""coordinates"":[-160.90077898072607,62.079635683745224]}"
274,2700,2700,2700,100.0,100.0,,,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,14,0,1,1,1,1,1,4500,69.1162069464929,0,0,0,-137.76312785159294,0,0,0,0,0,0,1934177.625,1971841.5,0,0,0,0,0,0,1,1,1,9504,247,15707,15707,15707,0,0,0,259,2610,7859,10583,14824,17114,0,0,143,1042,3026,4735,5537,0,0,0,0,15707,15707,15707,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,-21,20826,20845,1,0,0,0,0,0,0,0,11512,1015,0,0,0,"{""type"":""Point"",""coordinates"":[-137.76312785159294,69.1162069464929]}"
275,1783,1833,1738,858.7828369140625,858.7828369140625,3520,5187,143,888,651,765,2653,423,961,89,849,1708,5759,120,21734,3812,4006,,1256,3,3,3,3,6,7001,68.347034081179,2687,1792,2140,-145.72523445273643,3224,2175,3251,6885,3550,5924,858.7828369140625,858.7828369140625,351,268,-345,1139,1043,1228,5,5,5,8226,9113,13112,15517,14911,5877,7975,4938,439,2552,6977,8777,12450,14090,0,3,715,2651,5076,6452,6895,0,-231,-299,-147,15286,15898,15312,2186,1671,1494,1167,2123,282,1708,5759,120,2099,1228,2747,2301,4186,4035,5992,1350,11657,5170,5170,2245,504,4382,8311,1355,6716,5790,6966,7473,223,6837,10531,337,"{""type"":""Point"",""coordinates"":[-145.72523445273643,68.347034081179]}"
276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.074535401304,,,,-138.6335386090411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-138.6335386090411,65.074535401304]}"
277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.76546953299238,,,,-137.0248395816641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-137.0248395816641,61.76546953299238]}"
278,2577,2667,2434,192.82449340820312,192.82449340820312,-664,-728,3176,-2,-4,196,221,610,441,667,163,38,30,29,855,662,1113,,45,5,5,5,6,6,4516,65.33521245602698,0,-2,466,-157.55196200671472,4,-1,616,4689,804,863,20297.837890625,142443.0625,-6,-4,46,44,44,44,1,1,5,8728,635,15572,15674,15594,6492,5445,7013,1238,3921,8496,10371,14154,15332,326,11,340,1495,3540,5097,5795,0,48,128,-1290,15657,15741,15705,0,-2,466,10,10,10,38,30,29,34,17,86,18,43,63,69,44,361,11389,13338,209,356,74,75,53,3177,2883,6945,9043,277,6,5,13,"{""type"":""Point"",""coordinates"":[-157.55196200671472,65.33521245602698]}"
279,1045,763,2170,1390.6072998046875,1390.6072998046875,-813,209,2412,-14,4,20,-89,58,-77,607,1372,1,-8,3,236,502,359,,17,1,1,1,1,1,4478,69.97630619607519,15,-13,-14,-162.23365083621408,18,11,39,6709,1756,2090,85592.7578125,363086.125,-18,-20,-32,16,15,17,1,1,1,544,5272,15658,15682,15663,4109,5159,6905,21,2477,7665,10735,14929,17589,0,0,105,939,2898,4655,5485,0,802,-122,-2208,15682,15733,15699,15,-13,-14,10,22,1,1,-8,3,10,21,5,37,39,26,109,5,94,13735,15180,662,662,26,109,6,4860,4782,5912,9573,33,2,8,1,"{""type"":""Point"",""coordinates"":[-162.23365083621408,69.97630619607519]}"
280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.14076231395637,,,,-162.7264598223788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-162.7264598223788,64.14076231395637]}"
281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.35790581396937,,,,-157.43125559167328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-157.43125559167328,54.35790581396937]}"
282,1280,1360,1253,13890.5458984375,13890.5458984375,-2002,2092,-4438,-60,62,-900,-74,-647,-9,-705,7230,-122,-3,-55,-1535,-1546,-2220,,68,7,6,6,7,7,4725,59.33340785839858,30,59,-293,-158.94445598114584,49,78,-258,-6142,-1460,-1692,13818.771484375,26109.80859375,-79,42,-935,64,53,67,1,1,3,2114,3942,15615,15785,15697,2637,4702,2737,2377,5912,9270,10679,12800,14260,1785,188,784,2251,4286,5663,6190,58,334,-405,3287,15461,15630,15475,30,59,-293,40,141,7,-122,-3,-55,104,87,157,85,6243,188,340,78,256,10329,10965,-144,-298,225,341,96,5399,5843,3583,12642,131,20,57,32,"{""type"":""Point"",""coordinates"":[-158.94445598114584,59.33340785839858]}"
283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.31899577038847,,,,-168.95842950446377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-168.95842950446377,58.31899577038847]}"
284,1949,1912,2791,99.5234146118164,99.5234146118164,2683,1836,3200,319,47,720,-371,786,1067,1135,98,219,423,111,6037,7699,6965,,22,5,5,4,4,4,4562,61.31750914502856,154,17,1056,-150.244267198482,383,62,1169,9274,5307,10065,441.2575378417969,2789.99658203125,90,1,606,6,5,18,5,1,4,3861,6930,15074,15322,15104,8012,9026,9036,2069,5316,9064,10627,13336,14716,1356,85,559,1879,3911,5354,5950,13,-1955,-435,-2282,15678,16092,15800,154,17,1054,150,164,39,219,423,111,93,62,180,40,44,278,396,98,152,6886,8731,1221,1221,354,579,148,5064,4961,4988,7719,17,235,276,100,"{""type"":""Point"",""coordinates"":[-150.244267198482,61.31750914502856]}"
285,2980,2921,2807,1786.52197265625,1786.52197265625,-2698,-2900,-657,-1366,-944,-2108,3360,-496,-656,-226,1263,-1891,-5985,-377,-22927,-10075,-12292,,773,6,6,7,6,6,3708,60.943191707854325,-2148,-1857,-5972,-144.87079540204857,-237,-342,-1174,-9126,-6309,-15439,1786.52197265625,1786.52197265625,-3276,-2458,-6906,729,699,749,3,3,3,8018,990,15050,16211,15476,3516,3008,4813,1876,4747,7783,8936,11169,12350,1291,0,0,887,3576,4529,4813,0,370,222,330,12758,15204,14246,-1773,-1447,-3581,438,741,244,-1891,-5985,-377,2026,2303,3251,163,12766,3813,9124,1666,753,5521,5521,-1914,-1515,4256,10912,1708,3312,3887,3020,7824,1484,5049,7572,1525,"{""type"":""Point"",""coordinates"":[-144.87079540204857,60.943191707854325]}"
286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.83612969784514,,,,-139.54871591309242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-139.54871591309242,61.83612969784514]}"
287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.04817577263182,,,,-159.64241047519403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-159.64241047519403,57.04817577263182]}"
288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.077662121399825,,,,-169.33491243128205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-169.33491243128205,55.077662121399825]}"
289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.184668024157226,,,,-152.3906976030536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-152.3906976030536,55.184668024157226]}"
290,2773,2767,2718,5026.501953125,5026.501953125,-889,-3683,163,-212,-233,65,669,-134,-570,-11,3650,-116,-814,-2,-2261,-247,-175,,625,7,7,9,6,6,4307,66.66999736059967,-171,-293,-181,-140.2770359826128,-122,-178,82,-3041,-434,-456,5026.501953125,5026.501953125,-261,-349,-198,611,605,621,3,3,2,7018,1490,15590,15720,15596,4816,3308,5273,904,3326,7943,9720,13613,14690,0,2,283,1418,3521,5102,5934,0,236,379,-74,15364,15695,15578,-169,-292,-179,139,203,35,-116,-814,-2,513,351,504,83,4685,868,1426,228,2110,8590,8590,-519,-116,876,1642,228,3442,3938,3543,10895,477,117,473,3,"{""type"":""Point"",""coordinates"":[-140.2770359826128,66.66999736059967]}"
291,823,1285,477,703.3674926757812,703.3674926757812,3554,3473,-1540,84,61,-114,-159,504,834,-604,735,33,130,-15,-416,-1652,-1251,,17,1,1,2,3,2,4471,70.71635518890308,23,-2,4,-159.53285628594736,117,66,67,-7294,-2079,-2557,1164.324462890625,21260.1171875,-9,-8,-177,15,12,17,5,1,5,451,5225,15642,15790,15728,6110,7551,2999,0,2251,7515,10879,15355,18008,0,0,80,854,2791,4586,5440,0,-3473,-1596,1248,15600,15625,15603,23,-2,4,22,46,4,33,130,-15,13,21,52,39,111,66,156,25,91,8885,11790,-1414,-1425,74,203,30,5282,5081,4401,10684,35,10,12,3,"{""type"":""Point"",""coordinates"":[-159.53285628594736,70.71635518890308]}"
292,265,92,3541,1753.9141845703125,1753.9141845703125,2093,2169,-55,1147,699,89,-1159,160,172,39,1383,327,603,18,1405,283,379,,855,6,5,5,5,6,3563,68.74083024596246,-491,-407,805,-160.3643654063391,1153,700,900,1613,236,252,1753.9141845703125,1753.9141845703125,-497,-408,-5,817,799,846,5,5,5,239,5119,15136,15693,15440,5852,6310,4938,338,2821,7406,9707,13555,15523,0,0,0,661,2526,4432,5383,0,-556,-418,-48,15276,15722,15478,-462,-391,767,384,564,91,327,603,18,1164,948,1032,319,3156,2048,3488,471,5431,6880,6880,454,114,2074,3539,472,4752,5125,7179,9184,304,910,1463,57,"{""type"":""Point"",""coordinates"":[-160.3643654063391,68.74083024596246]}"
293,1766,1723,1808,4526.6982421875,4526.6982421875,581,775,411,118,97,375,916,1,-65,59,2456,2,-198,19,-560,206,527,,1084,4,5,6,6,6,5149,64.96304193217617,-268,-275,-63,-142.5985305861256,201,133,448,-1189,-56,-10,4526.6982421875,4526.6982421875,-351,-311,-136,1060,1038,1079,5,5,4,216,5108,15484,15697,15504,5228,5320,5212,1289,3817,7863,9319,12731,13755,424,0,616,2153,4386,5888,6551,0,-86,-62,-306,15428,15718,15557,-261,-265,-62,242,466,56,2,-198,19,778,882,699,837,5721,1327,3019,317,6745,8180,8180,4,157,1327,3025,317,4852,4641,5305,10484,801,140,334,10,"{""type"":""Point"",""coordinates"":[-142.5985305861256,64.96304193217617]}"
294,2845,2982,2465,12644.9169921875,12644.9169921875,749,1227,-2934,127,69,-199,130,-38,150,-581,11010,-5,63,-23,-500,-1993,-1664,,422,9,8,6,4,4,4495,66.66670786395166,-37,-30,-67,-140.64838084052195,132,74,77,-7523,-2360,-3009,9885.8115234375,31686.853515625,-42,-35,-344,418,412,421,5,1,3,7047,1476,15640,15807,15760,5205,5758,2663,907,3364,8076,9909,13901,15009,0,0,280,1395,3477,5120,5878,0,-937,-339,1373,15590,15608,15594,-37,-30,-67,38,101,8,-5,63,-23,78,116,83,79,1842,154,424,40,1804,11127,12291,-794,-797,154,429,47,4720,4582,3180,13708,456,22,33,5,"{""type"":""Point"",""coordinates"":[-140.64838084052195,66.66670786395166]}"
295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.13920073426852,,,,-136.9348048085437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-136.9348048085437,57.13920073426852]}"
296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.52734259928459,,,,-151.5568784458237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-151.5568784458237,55.52734259928459]}"
297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.26302714347121,,,,-163.43711306420002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-163.43711306420002,55.26302714347121]}"
298,2673,2673,2660,563.949462890625,563.949462890625,2376,4123,1674,775,570,889,369,576,889,97,522,298,1096,13,3469,-31,360,,199,4,3,3,3,6,4432,61.65531827327194,-229,-18,-318,-157.2062336337708,822,599,1110,-772,-67,-65,563.949462890625,563.7266235351562,-277,-47,-539,179,144,195,5,5,5,8439,9219,15259,15709,15605,7157,8062,5466,1997,5159,8893,10419,13190,14528,1273,85,584,1943,3998,5453,6054,13,-2498,-2023,-1698,15606,15706,15641,-229,-18,-317,199,552,35,298,1096,13,177,161,299,244,258,517,1231,144,1879,7110,7110,776,113,597,1648,144,7474,7401,8248,9417,20,399,865,56,"{""type"":""Point"",""coordinates"":[-157.2062336337708,61.65531827327194]}"
299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.29402393784751,,,,-136.00630663656796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-136.00630663656796,54.29402393784751]}"
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.94778617042779,,,,-151.60065254455333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-151.60065254455333,54.94778617042779]}"
301,2138,2012,2373,3305.324951171875,3305.324951171875,-1344,-211,-453,-860,6,-1994,4528,-228,-114,-80,2832,-914,-831,-103,-4335,-473,-2440,,682,5,6,6,6,7,5318,64.85460435615198,-115,86,-1564,-141.26991709968908,-109,149,-699,-615,-507,-817,3305.324951171875,3305.324951171875,-866,-56,-2859,594,545,657,3,1,3,5510,2244,14488,15731,15182,4186,4657,4805,1250,3718,7646,9134,12410,13438,426,59,680,2372,4087,5520,5901,0,210,-1,398,14054,15684,14938,-91,70,-1119,881,1369,245,-914,-831,-103,2221,2093,2658,252,18627,3994,7263,1296,3440,6374,6374,-464,-491,4098,7310,1301,5600,6020,3153,8677,871,1905,1796,454,"{""type"":""Point"",""coordinates"":[-141.26991709968908,64.85460435615198]}"
302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.89708367232096,,,,-139.4354115862338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-139.4354115862338,64.89708367232096]}"
303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.11939193445933,,,,-146.7444993610688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-146.7444993610688,54.11939193445933]}"
304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.91497654119767,,,,-146.34136358080005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-146.34136358080005,55.91497654119767]}"
305,2470,2412,2453,1022.2853393554688,1022.2853393554688,59,1465,911,105,64,177,128,57,338,200,1058,13,171,12,569,-390,78,,19,3,4,5,5,6,4480,62.20714964319923,-59,32,345,-162.03586874730746,144,115,463,-4986,-902,-982,1698.814453125,9170.0537109375,-98,-19,59,12,7,17,5,1,5,1030,5515,15573,15727,15656,5821,6290,5310,1907,5017,8943,10583,13547,14884,1143,64,522,1825,3861,5324,5937,6,-468,-271,-837,15630,15688,15664,-59,32,345,72,125,21,13,171,12,129,136,121,43,157,235,505,63,134,9299,10985,-271,-271,236,534,64,5711,5156,6217,11105,35,86,114,38,"{""type"":""Point"",""coordinates"":[-162.03586874730746,62.20714964319923]}"
306,280,303,195,15826.8115234375,15826.8115234375,-1463,-865,-897,7,9,-122,-214,-380,-426,-174,20787,-68,-132,-9,-501,-91,-231,,309,4,5,3,5,6,4393,67.67615176658803,-111,-55,-151,-139.38990306726896,7,9,-106,-806,-91,-93,15260.5615234375,124262.25,-111,-55,-166,307,307,308,3,1,2,9037,481,15666,15712,15673,4838,5101,4811,641,2998,7965,9993,14213,15791,0,0,192,1175,3201,4893,5691,0,-42,-63,602,15616,15703,15649,-111,-55,-150,14,20,7,-68,-132,-9,100,86,116,15,3902,179,311,53,2409,11026,13122,-187,-169,191,338,54,4355,4590,3196,13372,308,12,13,4,"{""type"":""Point"",""coordinates"":[-139.38990306726896,67.67615176658803]}"
307,1897,1888,1982,415.29583740234375,415.29583740234375,-508,514,1818,-44,104,-198,967,-30,128,281,137,-38,329,73,1189,1957,3155,,199,7,6,7,7,7,4665,55.31821567716084,179,179,527,-133.13978898114982,179,242,518,5889,1206,1220,1879.02490234375,17510.546875,-44,41,-188,173,144,193,2,2,3,2375,3812,15151,15610,15250,4689,5042,5721,3018,6921,9558,10687,11583,13119,2429,451,1278,2905,4881,6144,6562,251,35,-78,205,15270,15805,15566,174,174,520,255,547,58,-38,329,73,728,758,549,164,416,1245,2568,259,759,7400,9790,124,645,1246,2589,269,5076,5020,4584,8418,267,503,791,267,"{""type"":""Point"",""coordinates"":[-133.13978898114982,55.31821567716084]}"
308,3443,3219,186,932.7781372070312,932.7781372070312,152,219,314,-19,-17,-52,-133,135,159,84,1185,19,33,3,-156,-800,-240,,53,3,3,3,5,5,4518,63.095385836192776,-10,36,192,-162.86703708055995,-9,39,241,-5242,-1028,-1128,2041.0523681640625,20879.716796875,-21,-19,-101,49,47,52,1,1,5,639,4680,15615,15747,15637,5260,5102,4892,1725,4686,8786,10497,13695,14980,917,41,456,1705,3743,5237,5882,2,139,204,338,15599,15667,15613,-10,36,192,38,57,12,19,33,3,81,47,89,18,146,144,211,43,251,9467,11793,-220,-213,146,213,43,4831,4937,5032,10966,20,21,27,10,"{""type"":""Point"",""coordinates"":[-162.86703708055995,63.095385836192776]}"
309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.31633391892689,,,,-132.7863279353007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-132.7863279353007,67.31633391892689]}"
310,3532,-2,3509,6052.63525390625,6052.63525390625,-231,605,-335,-18,54,-51,-434,-109,-112,-63,168,-56,-98,-8,-206,312,-85,,90,6,6,6,6,6,4202,62.71906070283241,-71,-70,-75,-158.42125139412485,-12,57,6,4241,791,862,6052.63525390625,9060.16015625,-76,-73,-133,81,77,88,1,1,1,2712,3643,15609,15692,15614,4884,5161,5060,1807,4840,8825,10471,13559,14860,1013,28,388,1567,3575,5084,5755,0,33,-121,97,15588,15723,15605,-71,-70,-74,87,131,24,-56,-98,-8,309,257,303,106,3580,517,878,137,422,9241,9635,294,311,520,883,137,5003,5042,5046,11547,185,17,65,8,"{""type"":""Point"",""coordinates"":[-158.42125139412485,62.71906070283241]}"
311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.97507845547188,,,,-131.2051356461704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-131.2051356461704,61.97507845547188]}"
312,2349,2614,2426,327.31707763671875,327.31707763671875,1288,-1962,1456,201,-233,1242,432,672,88,366,267,674,124,98,7357,4117,4448,,331,6,6,6,5,6,4346,61.81940546856327,163,-46,1562,-149.774500882677,529,-38,3347,8539,3627,5369,327.31707763671875,2560.984130859375,-165,-241,-542,299,291,320,5,3,5,1403,5701,14835,15502,15282,7107,5495,6295,1960,5083,8781,10266,13054,14369,1232,79,566,1921,3986,5450,6070,10,-229,390,-1368,15571,15913,15727,161,-46,1543,323,395,108,674,124,98,501,341,518,155,207,1003,1407,267,1889,6245,8302,618,619,1209,1413,285,4565,5013,7482,8550,117,1559,1416,451,"{""type"":""Point"",""coordinates"":[-149.774500882677,61.81940546856327]}"
313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.87107823479836,,,,-149.82598013009465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-149.82598013009465,54.87107823479836]}"
314,2244,2212,2700,100.0,100.0,,-3093,,0,-10,0,0,-39,-231,0,100,0,-55,0,-100,0,0,159,0,1,2,8,1,1,4500,66.20368030954305,0,-66,0,-165.71555626464217,0,-10,0,0,0,0,2717859.5,2719435.0,0,-66,0,0,0,0,1,1,1,9802,98,15707,15707,15707,0,0,0,1025,3602,8387,10359,14370,15514,94,4,276,1351,3375,4966,5694,0,746,186,0,15697,15707,15707,0,-66,0,0,0,0,0,-55,0,0,32,0,32,0,0,239,0,0,21166,21166,-21,0,0,245,0,86,844,0,11512,3223,0,97,0,"{""type"":""Point"",""coordinates"":[-165.71555626464217,66.20368030954305]}"
315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.99666476805323,,,,-147.2388386165205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-147.2388386165205,53.99666476805323]}"
316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.66962293715997,,,,-140.36347260467306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-140.36347260467306,70.66962293715997]}"
317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.40170454623764,,,,-165.59802955399232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-165.59802955399232,63.40170454623764]}"
318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.80888888510367,,,,-133.3120234262104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[-133.3120234262104,63.80888888510367]}"
